symbol,endtime,close
BNBUSDT,2025-08-18 07:19:59.999000+00:00,828.89
BNBUSDT,2025-08-18 07:20:59.999000+00:00,829.0
BNBUSDT,2025-08-18 07:21:59.999000+00:00,828.48
BNBUSDT,2025-08-18 07:22:59.999000+00:00,828.91
BNBUSDT,2025-08-18 07:23:59.999000+00:00,829.52
BNBUSDT,2025-08-18 07:24:59.999000+00:00,830.27
BNBUSDT,2025-08-18 07:25:59.999000+00:00,830.49
BNBUSDT,2025-08-18 07:26:59.999000+00:00,828.9
BNBUSDT,2025-08-18 07:27:59.999000+00:00,828.53
BNBUSDT,2025-08-18 07:28:59.999000+00:00,828.78
BNBUSDT,2025-08-18 07:29:59.999000+00:00,828.5
BNBUSDT,2025-08-18 07:30:59.999000+00:00,828.3
BNBUSDT,2025-08-18 07:31:59.999000+00:00,827.31
BNBUSDT,2025-08-18 07:32:59.999000+00:00,827.67
BNBUSDT,2025-08-18 07:33:59.999000+00:00,828.5
BNBUSDT,2025-08-18 07:34:59.999000+00:00,828.3
BNBUSDT,2025-08-18 07:35:59.999000+00:00,829.01
BNBUSDT,2025-08-18 07:36:59.999000+00:00,829.81
BNBUSDT,2025-08-18 07:37:59.999000+00:00,830.36
BNBUSDT,2025-08-18 07:38:59.999000+00:00,830.08
BNBUSDT,2025-08-18 07:39:59.999000+00:00,829.81
BNBUSDT,2025-08-18 07:40:59.999000+00:00,830.11
BNBUSDT,2025-08-18 07:41:59.999000+00:00,830.14
BNBUSDT,2025-08-18 07:42:59.999000+00:00,829.67
BNBUSDT,2025-08-18 07:43:59.999000+00:00,829.5
BNBUSDT,2025-08-18 07:44:59.999000+00:00,829.03
BNBUSDT,2025-08-18 07:45:59.999000+00:00,829.6
BNBUSDT,2025-08-18 07:46:59.999000+00:00,828.9
BNBUSDT,2025-08-18 07:47:59.999000+00:00,828.76
BNBUSDT,2025-08-18 07:48:59.999000+00:00,828.81
BNBUSDT,2025-08-18 07:49:59.999000+00:00,829.37
BNBUSDT,2025-08-18 07:50:59.999000+00:00,829.83
BNBUSDT,2025-08-18 07:51:59.999000+00:00,829.68
BNBUSDT,2025-08-18 07:52:59.999000+00:00,829.41
BNBUSDT,2025-08-18 07:53:59.999000+00:00,829.8
BNBUSDT,2025-08-18 07:54:59.999000+00:00,830.22
BNBUSDT,2025-08-18 07:55:59.999000+00:00,830.29
BNBUSDT,2025-08-18 07:56:59.999000+00:00,830.16
BNBUSDT,2025-08-18 07:57:59.999000+00:00,830.0
BNBUSDT,2025-08-18 07:58:59.999000+00:00,830.39
BNBUSDT,2025-08-18 07:59:59.999000+00:00,830.22
BNBUSDT,2025-08-18 08:00:59.999000+00:00,830.8
BNBUSDT,2025-08-18 08:01:59.999000+00:00,831.86
BNBUSDT,2025-08-18 08:02:59.999000+00:00,831.82
BNBUSDT,2025-08-18 08:03:59.999000+00:00,831.01
BNBUSDT,2025-08-18 08:04:59.999000+00:00,830.01
BNBUSDT,2025-08-18 08:05:59.999000+00:00,830.0
BNBUSDT,2025-08-18 08:06:59.999000+00:00,829.31
BNBUSDT,2025-08-18 08:07:59.999000+00:00,830.65
BNBUSDT,2025-08-18 08:08:59.999000+00:00,830.58
BNBUSDT,2025-08-18 08:09:59.999000+00:00,830.92
BNBUSDT,2025-08-18 08:10:59.999000+00:00,831.13
BNBUSDT,2025-08-18 08:11:59.999000+00:00,831.46
BNBUSDT,2025-08-18 08:12:59.999000+00:00,830.31
BNBUSDT,2025-08-18 08:13:59.999000+00:00,829.69
BNBUSDT,2025-08-18 08:14:59.999000+00:00,829.03
BNBUSDT,2025-08-18 08:15:59.999000+00:00,828.79
BNBUSDT,2025-08-18 08:16:59.999000+00:00,830.01
BNBUSDT,2025-08-18 08:17:59.999000+00:00,830.32
BNBUSDT,2025-08-18 08:18:59.999000+00:00,830.15
BNBUSDT,2025-08-18 08:19:59.999000+00:00,830.57
BNBUSDT,2025-08-18 08:20:59.999000+00:00,831.75
BNBUSDT,2025-08-18 08:21:59.999000+00:00,831.78
BNBUSDT,2025-08-18 08:22:59.999000+00:00,832.29
BNBUSDT,2025-08-18 08:23:59.999000+00:00,832.55
BNBUSDT,2025-08-18 08:24:59.999000+00:00,832.25
BNBUSDT,2025-08-18 08:25:59.999000+00:00,832.42
BNBUSDT,2025-08-18 08:26:59.999000+00:00,832.99
BNBUSDT,2025-08-18 08:27:59.999000+00:00,833.0
BNBUSDT,2025-08-18 08:28:59.999000+00:00,833.13
BNBUSDT,2025-08-18 08:29:59.999000+00:00,833.42
BNBUSDT,2025-08-18 08:30:59.999000+00:00,833.22
BNBUSDT,2025-08-18 08:31:59.999000+00:00,833.49
BNBUSDT,2025-08-18 08:32:59.999000+00:00,833.19
BNBUSDT,2025-08-18 08:33:59.999000+00:00,832.86
BNBUSDT,2025-08-18 08:34:59.999000+00:00,833.12
BNBUSDT,2025-08-18 08:35:59.999000+00:00,833.36
BNBUSDT,2025-08-18 08:36:59.999000+00:00,833.48
BNBUSDT,2025-08-18 08:37:59.999000+00:00,833.29
BNBUSDT,2025-08-18 08:38:59.999000+00:00,833.12
BNBUSDT,2025-08-18 08:39:59.999000+00:00,833.06
BNBUSDT,2025-08-18 08:40:59.999000+00:00,833.45
BNBUSDT,2025-08-18 08:41:59.999000+00:00,832.64
BNBUSDT,2025-08-18 08:42:59.999000+00:00,832.94
BNBUSDT,2025-08-18 08:43:59.999000+00:00,832.37
BNBUSDT,2025-08-18 08:44:59.999000+00:00,832.19
BNBUSDT,2025-08-18 08:45:59.999000+00:00,831.57
BNBUSDT,2025-08-18 08:46:59.999000+00:00,831.67
BNBUSDT,2025-08-18 08:47:59.999000+00:00,833.08
BNBUSDT,2025-08-18 08:48:59.999000+00:00,832.36
BNBUSDT,2025-08-18 08:49:59.999000+00:00,832.44
BNBUSDT,2025-08-18 08:50:59.999000+00:00,832.47
BNBUSDT,2025-08-18 08:51:59.999000+00:00,832.94
BNBUSDT,2025-08-18 08:52:59.999000+00:00,833.19
BNBUSDT,2025-08-18 08:53:59.999000+00:00,832.82
BNBUSDT,2025-08-18 08:54:59.999000+00:00,832.3
BNBUSDT,2025-08-18 08:55:59.999000+00:00,832.31
BNBUSDT,2025-08-18 08:56:59.999000+00:00,832.28
BNBUSDT,2025-08-18 08:57:59.999000+00:00,832.04
BNBUSDT,2025-08-18 08:58:59.999000+00:00,831.58
BNBUSDT,2025-08-18 08:59:59.999000+00:00,831.78
BNBUSDT,2025-08-18 09:00:59.999000+00:00,831.33
BNBUSDT,2025-08-18 09:01:59.999000+00:00,831.02
BNBUSDT,2025-08-18 09:02:59.999000+00:00,831.4
BNBUSDT,2025-08-18 09:03:59.999000+00:00,831.19
BNBUSDT,2025-08-18 09:04:59.999000+00:00,831.31
BNBUSDT,2025-08-18 09:05:59.999000+00:00,831.56
BNBUSDT,2025-08-18 09:06:59.999000+00:00,831.86
BNBUSDT,2025-08-18 09:07:59.999000+00:00,831.8
BNBUSDT,2025-08-18 09:08:59.999000+00:00,832.43
BNBUSDT,2025-08-18 09:09:59.999000+00:00,831.66
BNBUSDT,2025-08-18 09:10:59.999000+00:00,831.42
BNBUSDT,2025-08-18 09:11:59.999000+00:00,831.0
BNBUSDT,2025-08-18 09:12:59.999000+00:00,830.93
BNBUSDT,2025-08-18 09:13:59.999000+00:00,831.06
BNBUSDT,2025-08-18 09:14:59.999000+00:00,830.96
BNBUSDT,2025-08-18 09:15:59.999000+00:00,830.6
BNBUSDT,2025-08-18 09:16:59.999000+00:00,830.13
BNBUSDT,2025-08-18 09:17:59.999000+00:00,830.66
BNBUSDT,2025-08-18 09:18:59.999000+00:00,830.69
BNBUSDT,2025-08-18 09:19:59.999000+00:00,830.7
BNBUSDT,2025-08-18 09:20:59.999000+00:00,831.56
BNBUSDT,2025-08-18 09:21:59.999000+00:00,830.6
BNBUSDT,2025-08-18 09:22:59.999000+00:00,830.73
BNBUSDT,2025-08-18 09:23:59.999000+00:00,830.83
BNBUSDT,2025-08-18 09:24:59.999000+00:00,830.4
BNBUSDT,2025-08-18 09:25:59.999000+00:00,830.39
BNBUSDT,2025-08-18 09:26:59.999000+00:00,830.64
BNBUSDT,2025-08-18 09:27:59.999000+00:00,830.1
BNBUSDT,2025-08-18 09:28:59.999000+00:00,829.74
BNBUSDT,2025-08-18 09:29:59.999000+00:00,830.21
BNBUSDT,2025-08-18 09:30:59.999000+00:00,830.45
BNBUSDT,2025-08-18 09:31:59.999000+00:00,830.89
BNBUSDT,2025-08-18 09:32:59.999000+00:00,830.86
BNBUSDT,2025-08-18 09:33:59.999000+00:00,830.66
BNBUSDT,2025-08-18 09:34:59.999000+00:00,830.46
BNBUSDT,2025-08-18 09:35:59.999000+00:00,832.46
BNBUSDT,2025-08-18 09:36:59.999000+00:00,831.95
BNBUSDT,2025-08-18 09:37:59.999000+00:00,833.12
BNBUSDT,2025-08-18 09:38:59.999000+00:00,833.87
BNBUSDT,2025-08-18 09:39:59.999000+00:00,834.43
BNBUSDT,2025-08-18 09:40:59.999000+00:00,835.04
BNBUSDT,2025-08-18 09:41:59.999000+00:00,836.12
BNBUSDT,2025-08-18 09:42:59.999000+00:00,836.06
BNBUSDT,2025-08-18 09:43:59.999000+00:00,837.02
BNBUSDT,2025-08-18 09:44:59.999000+00:00,837.19
BNBUSDT,2025-08-18 09:45:59.999000+00:00,835.56
BNBUSDT,2025-08-18 09:46:59.999000+00:00,836.02
BNBUSDT,2025-08-18 09:47:59.999000+00:00,836.99
BNBUSDT,2025-08-18 09:48:59.999000+00:00,836.37
BNBUSDT,2025-08-18 09:49:59.999000+00:00,837.18
BNBUSDT,2025-08-18 09:50:59.999000+00:00,836.15
BNBUSDT,2025-08-18 09:51:59.999000+00:00,835.31
BNBUSDT,2025-08-18 09:52:59.999000+00:00,834.86
BNBUSDT,2025-08-18 09:53:59.999000+00:00,835.45
BNBUSDT,2025-08-18 09:54:59.999000+00:00,834.5
BNBUSDT,2025-08-18 09:55:59.999000+00:00,833.51
BNBUSDT,2025-08-18 09:56:59.999000+00:00,833.6
BNBUSDT,2025-08-18 09:57:59.999000+00:00,832.99
BNBUSDT,2025-08-18 09:58:59.999000+00:00,832.33
BNBUSDT,2025-08-18 09:59:59.999000+00:00,832.36
BNBUSDT,2025-08-18 10:00:59.999000+00:00,831.61
BNBUSDT,2025-08-18 10:01:59.999000+00:00,832.86
BNBUSDT,2025-08-18 10:02:59.999000+00:00,832.2
BNBUSDT,2025-08-18 10:03:59.999000+00:00,831.45
BNBUSDT,2025-08-18 10:04:59.999000+00:00,830.67
BNBUSDT,2025-08-18 10:05:59.999000+00:00,830.32
BNBUSDT,2025-08-18 10:06:59.999000+00:00,830.9
BNBUSDT,2025-08-18 10:07:59.999000+00:00,830.56
BNBUSDT,2025-08-18 10:08:59.999000+00:00,830.54
BNBUSDT,2025-08-18 10:09:59.999000+00:00,830.49
BNBUSDT,2025-08-18 10:10:59.999000+00:00,830.53
BNBUSDT,2025-08-18 10:11:59.999000+00:00,830.29
BNBUSDT,2025-08-18 10:12:59.999000+00:00,830.0
BNBUSDT,2025-08-18 10:13:59.999000+00:00,830.12
BNBUSDT,2025-08-18 10:14:59.999000+00:00,830.04
BNBUSDT,2025-08-18 10:15:59.999000+00:00,830.86
BNBUSDT,2025-08-18 10:16:59.999000+00:00,831.04
BNBUSDT,2025-08-18 10:17:59.999000+00:00,830.94
BNBUSDT,2025-08-18 10:18:59.999000+00:00,830.23
BNBUSDT,2025-08-18 10:19:59.999000+00:00,830.82
BNBUSDT,2025-08-18 10:20:59.999000+00:00,830.96
BNBUSDT,2025-08-18 10:21:59.999000+00:00,831.14
BNBUSDT,2025-08-18 10:22:59.999000+00:00,830.91
BNBUSDT,2025-08-18 10:23:59.999000+00:00,831.18
BNBUSDT,2025-08-18 10:24:59.999000+00:00,830.72
BNBUSDT,2025-08-18 10:25:59.999000+00:00,830.31
BNBUSDT,2025-08-18 10:26:59.999000+00:00,830.25
BNBUSDT,2025-08-18 10:27:59.999000+00:00,831.2
BNBUSDT,2025-08-18 10:28:59.999000+00:00,830.31
BNBUSDT,2025-08-18 10:29:59.999000+00:00,830.31
BNBUSDT,2025-08-18 10:30:59.999000+00:00,830.99
BNBUSDT,2025-08-18 10:31:59.999000+00:00,831.22
BNBUSDT,2025-08-18 10:32:59.999000+00:00,831.45
BNBUSDT,2025-08-18 10:33:59.999000+00:00,831.67
BNBUSDT,2025-08-18 10:34:59.999000+00:00,832.0
BNBUSDT,2025-08-18 10:35:59.999000+00:00,832.54
BNBUSDT,2025-08-18 10:36:59.999000+00:00,832.61
BNBUSDT,2025-08-18 10:37:59.999000+00:00,832.19
BNBUSDT,2025-08-18 10:38:59.999000+00:00,832.11
BNBUSDT,2025-08-18 10:39:59.999000+00:00,832.1
BNBUSDT,2025-08-18 10:40:59.999000+00:00,831.44
BNBUSDT,2025-08-18 10:41:59.999000+00:00,831.45
BNBUSDT,2025-08-18 10:42:59.999000+00:00,832.46
BNBUSDT,2025-08-18 10:43:59.999000+00:00,832.82
BNBUSDT,2025-08-18 10:44:59.999000+00:00,832.93
BNBUSDT,2025-08-18 10:45:59.999000+00:00,832.7
BNBUSDT,2025-08-18 10:46:59.999000+00:00,832.41
BNBUSDT,2025-08-18 10:47:59.999000+00:00,832.57
BNBUSDT,2025-08-18 10:48:59.999000+00:00,832.25
BNBUSDT,2025-08-18 10:49:59.999000+00:00,832.21
BNBUSDT,2025-08-18 10:50:59.999000+00:00,832.67
BNBUSDT,2025-08-18 10:51:59.999000+00:00,832.15
BNBUSDT,2025-08-18 10:52:59.999000+00:00,831.83
BNBUSDT,2025-08-18 10:53:59.999000+00:00,831.44
BNBUSDT,2025-08-18 10:54:59.999000+00:00,831.6
BNBUSDT,2025-08-18 10:55:59.999000+00:00,831.08
BNBUSDT,2025-08-18 10:56:59.999000+00:00,831.15
BNBUSDT,2025-08-18 10:57:59.999000+00:00,830.63
BNBUSDT,2025-08-18 10:58:59.999000+00:00,830.99
BNBUSDT,2025-08-18 10:59:59.999000+00:00,831.14
BNBUSDT,2025-08-18 11:00:59.999000+00:00,831.02
BNBUSDT,2025-08-18 11:01:59.999000+00:00,830.97
BNBUSDT,2025-08-18 11:02:59.999000+00:00,831.07
BNBUSDT,2025-08-18 11:03:59.999000+00:00,831.35
BNBUSDT,2025-08-18 11:04:59.999000+00:00,831.53
BNBUSDT,2025-08-18 11:05:59.999000+00:00,831.63
BNBUSDT,2025-08-18 11:06:59.999000+00:00,831.5
BNBUSDT,2025-08-18 11:07:59.999000+00:00,831.89
BNBUSDT,2025-08-18 11:08:59.999000+00:00,832.05
BNBUSDT,2025-08-18 11:09:59.999000+00:00,831.63
BNBUSDT,2025-08-18 11:10:59.999000+00:00,831.59
BNBUSDT,2025-08-18 11:11:59.999000+00:00,831.8
BNBUSDT,2025-08-18 11:12:59.999000+00:00,832.22
BNBUSDT,2025-08-18 11:13:59.999000+00:00,832.24
BNBUSDT,2025-08-18 11:14:59.999000+00:00,832.06
BNBUSDT,2025-08-18 11:15:59.999000+00:00,832.16
BNBUSDT,2025-08-18 11:16:59.999000+00:00,831.6
BNBUSDT,2025-08-18 11:17:59.999000+00:00,831.76
BNBUSDT,2025-08-18 11:18:59.999000+00:00,832.08
BNBUSDT,2025-08-18 11:19:59.999000+00:00,832.0
BNBUSDT,2025-08-18 11:20:59.999000+00:00,832.01
BNBUSDT,2025-08-18 11:21:59.999000+00:00,831.71
BNBUSDT,2025-08-18 11:22:59.999000+00:00,831.65
BNBUSDT,2025-08-18 11:23:59.999000+00:00,831.63
BNBUSDT,2025-08-18 11:24:59.999000+00:00,831.85
BNBUSDT,2025-08-18 11:25:59.999000+00:00,831.61
BNBUSDT,2025-08-18 11:26:59.999000+00:00,831.2
BNBUSDT,2025-08-18 11:27:59.999000+00:00,831.23
BNBUSDT,2025-08-18 11:28:59.999000+00:00,831.04
BNBUSDT,2025-08-18 11:29:59.999000+00:00,831.4
BNBUSDT,2025-08-18 11:30:59.999000+00:00,831.08
BNBUSDT,2025-08-18 11:31:59.999000+00:00,830.7
BNBUSDT,2025-08-18 11:32:59.999000+00:00,830.7
BNBUSDT,2025-08-18 11:33:59.999000+00:00,830.57
BNBUSDT,2025-08-18 11:34:59.999000+00:00,830.71
BNBUSDT,2025-08-18 11:35:59.999000+00:00,830.89
BNBUSDT,2025-08-18 11:36:59.999000+00:00,830.92
BNBUSDT,2025-08-18 11:37:59.999000+00:00,830.56
BNBUSDT,2025-08-18 11:38:59.999000+00:00,830.45
BNBUSDT,2025-08-18 11:39:59.999000+00:00,830.45
BNBUSDT,2025-08-18 11:40:59.999000+00:00,830.32
BNBUSDT,2025-08-18 11:41:59.999000+00:00,830.44
BNBUSDT,2025-08-18 11:42:59.999000+00:00,830.47
BNBUSDT,2025-08-18 11:43:59.999000+00:00,830.53
BNBUSDT,2025-08-18 11:44:59.999000+00:00,830.9
BNBUSDT,2025-08-18 11:45:59.999000+00:00,831.19
BNBUSDT,2025-08-18 11:46:59.999000+00:00,831.12
BNBUSDT,2025-08-18 11:47:59.999000+00:00,831.3
BNBUSDT,2025-08-18 11:48:59.999000+00:00,831.19
BNBUSDT,2025-08-18 11:49:59.999000+00:00,831.14
BNBUSDT,2025-08-18 11:50:59.999000+00:00,830.43
BNBUSDT,2025-08-18 11:51:59.999000+00:00,830.55
BNBUSDT,2025-08-18 11:52:59.999000+00:00,830.75
BNBUSDT,2025-08-18 11:53:59.999000+00:00,830.5
BNBUSDT,2025-08-18 11:54:59.999000+00:00,830.82
BNBUSDT,2025-08-18 11:55:59.999000+00:00,830.59
BNBUSDT,2025-08-18 11:56:59.999000+00:00,831.15
BNBUSDT,2025-08-18 11:57:59.999000+00:00,831.55
BNBUSDT,2025-08-18 11:58:59.999000+00:00,831.6
BNBUSDT,2025-08-18 11:59:59.999000+00:00,831.55
BNBUSDT,2025-08-18 12:00:59.999000+00:00,831.1
BNBUSDT,2025-08-18 12:01:59.999000+00:00,830.6
BNBUSDT,2025-08-18 12:02:59.999000+00:00,831.46
BNBUSDT,2025-08-18 12:03:59.999000+00:00,831.66
BNBUSDT,2025-08-18 12:04:59.999000+00:00,831.45
BNBUSDT,2025-08-18 12:05:59.999000+00:00,831.48
BNBUSDT,2025-08-18 12:06:59.999000+00:00,831.55
BNBUSDT,2025-08-18 12:07:59.999000+00:00,832.36
BNBUSDT,2025-08-18 12:08:59.999000+00:00,833.18
BNBUSDT,2025-08-18 12:09:59.999000+00:00,833.47
BNBUSDT,2025-08-18 12:10:59.999000+00:00,833.99
BNBUSDT,2025-08-18 12:11:59.999000+00:00,834.28
BNBUSDT,2025-08-18 12:12:59.999000+00:00,834.57
BNBUSDT,2025-08-18 12:13:59.999000+00:00,834.05
BNBUSDT,2025-08-18 12:14:59.999000+00:00,833.7
BNBUSDT,2025-08-18 12:15:59.999000+00:00,833.97
BNBUSDT,2025-08-18 12:16:59.999000+00:00,833.4
BNBUSDT,2025-08-18 12:17:59.999000+00:00,833.93
BNBUSDT,2025-08-18 12:18:59.999000+00:00,834.4
BNBUSDT,2025-08-18 12:19:59.999000+00:00,834.54
BNBUSDT,2025-08-18 12:20:59.999000+00:00,834.66
BNBUSDT,2025-08-18 12:21:59.999000+00:00,834.62
BNBUSDT,2025-08-18 12:22:59.999000+00:00,834.1
BNBUSDT,2025-08-18 12:23:59.999000+00:00,833.4
BNBUSDT,2025-08-18 12:24:59.999000+00:00,832.91
BNBUSDT,2025-08-18 12:25:59.999000+00:00,832.91
BNBUSDT,2025-08-18 12:26:59.999000+00:00,833.83
BNBUSDT,2025-08-18 12:27:59.999000+00:00,834.19
BNBUSDT,2025-08-18 12:28:59.999000+00:00,834.62
BNBUSDT,2025-08-18 12:29:59.999000+00:00,834.24
BNBUSDT,2025-08-18 12:30:59.999000+00:00,834.07
BNBUSDT,2025-08-18 12:31:59.999000+00:00,834.3
BNBUSDT,2025-08-18 12:32:59.999000+00:00,835.23
BNBUSDT,2025-08-18 12:33:59.999000+00:00,835.63
BNBUSDT,2025-08-18 12:34:59.999000+00:00,835.31
BNBUSDT,2025-08-18 12:35:59.999000+00:00,835.2
BNBUSDT,2025-08-18 12:36:59.999000+00:00,835.57
BNBUSDT,2025-08-18 12:37:59.999000+00:00,837.54
BNBUSDT,2025-08-18 12:38:59.999000+00:00,836.8
BNBUSDT,2025-08-18 12:39:59.999000+00:00,836.68
BNBUSDT,2025-08-18 12:40:59.999000+00:00,836.92
BNBUSDT,2025-08-18 12:41:59.999000+00:00,837.43
BNBUSDT,2025-08-18 12:42:59.999000+00:00,837.23
BNBUSDT,2025-08-18 12:43:59.999000+00:00,837.53
BNBUSDT,2025-08-18 12:44:59.999000+00:00,837.41
BNBUSDT,2025-08-18 12:45:59.999000+00:00,837.23
BNBUSDT,2025-08-18 12:46:59.999000+00:00,837.21
BNBUSDT,2025-08-18 12:47:59.999000+00:00,837.43
BNBUSDT,2025-08-18 12:48:59.999000+00:00,837.29
BNBUSDT,2025-08-18 12:49:59.999000+00:00,837.28
BNBUSDT,2025-08-18 12:50:59.999000+00:00,837.46
BNBUSDT,2025-08-18 12:51:59.999000+00:00,837.49
BNBUSDT,2025-08-18 12:52:59.999000+00:00,837.95
BNBUSDT,2025-08-18 12:53:59.999000+00:00,838.2
BNBUSDT,2025-08-18 12:54:59.999000+00:00,838.65
BNBUSDT,2025-08-18 12:55:59.999000+00:00,839.17
BNBUSDT,2025-08-18 12:56:59.999000+00:00,839.61
BNBUSDT,2025-08-18 12:57:59.999000+00:00,839.29
BNBUSDT,2025-08-18 12:58:59.999000+00:00,839.48
BNBUSDT,2025-08-18 12:59:59.999000+00:00,839.76
BNBUSDT,2025-08-18 13:00:59.999000+00:00,838.88
BNBUSDT,2025-08-18 13:01:59.999000+00:00,838.34
BNBUSDT,2025-08-18 13:02:59.999000+00:00,838.5
BNBUSDT,2025-08-18 13:03:59.999000+00:00,838.83
BNBUSDT,2025-08-18 13:04:59.999000+00:00,839.27
BNBUSDT,2025-08-18 13:05:59.999000+00:00,839.15
BNBUSDT,2025-08-18 13:06:59.999000+00:00,838.01
BNBUSDT,2025-08-18 13:07:59.999000+00:00,837.82
BNBUSDT,2025-08-18 13:08:59.999000+00:00,837.38
BNBUSDT,2025-08-18 13:09:59.999000+00:00,837.39
BNBUSDT,2025-08-18 13:10:59.999000+00:00,837.9
BNBUSDT,2025-08-18 13:11:59.999000+00:00,837.66
BNBUSDT,2025-08-18 13:12:59.999000+00:00,837.61
BNBUSDT,2025-08-18 13:13:59.999000+00:00,837.51
BNBUSDT,2025-08-18 13:14:59.999000+00:00,837.83
BNBUSDT,2025-08-18 13:15:59.999000+00:00,837.62
BNBUSDT,2025-08-18 13:16:59.999000+00:00,837.6
BNBUSDT,2025-08-18 13:17:59.999000+00:00,837.72
BNBUSDT,2025-08-18 13:18:59.999000+00:00,838.17
BNBUSDT,2025-08-18 13:19:59.999000+00:00,839.11
BNBUSDT,2025-08-18 13:20:59.999000+00:00,839.08
BNBUSDT,2025-08-18 13:21:59.999000+00:00,839.44
BNBUSDT,2025-08-18 13:22:59.999000+00:00,839.36
BNBUSDT,2025-08-18 13:23:59.999000+00:00,839.35
BNBUSDT,2025-08-18 13:24:59.999000+00:00,839.22
BNBUSDT,2025-08-18 13:25:59.999000+00:00,839.48
BNBUSDT,2025-08-18 13:26:59.999000+00:00,839.99
BNBUSDT,2025-08-18 13:27:59.999000+00:00,839.81
BNBUSDT,2025-08-18 13:28:59.999000+00:00,839.57
BNBUSDT,2025-08-18 13:29:59.999000+00:00,839.55
BNBUSDT,2025-08-18 13:30:59.999000+00:00,840.1
BNBUSDT,2025-08-18 13:31:59.999000+00:00,839.18
BNBUSDT,2025-08-18 13:32:59.999000+00:00,838.9
BNBUSDT,2025-08-18 13:33:59.999000+00:00,838.44
BNBUSDT,2025-08-18 13:34:59.999000+00:00,839.38
BNBUSDT,2025-08-18 13:35:59.999000+00:00,838.72
BNBUSDT,2025-08-18 13:36:59.999000+00:00,837.4
BNBUSDT,2025-08-18 13:37:59.999000+00:00,837.69
BNBUSDT,2025-08-18 13:38:59.999000+00:00,837.88
BNBUSDT,2025-08-18 13:39:59.999000+00:00,838.4
BNBUSDT,2025-08-18 13:40:59.999000+00:00,838.21
BNBUSDT,2025-08-18 13:41:59.999000+00:00,836.7
BNBUSDT,2025-08-18 13:42:59.999000+00:00,835.82
BNBUSDT,2025-08-18 13:43:59.999000+00:00,835.84
BNBUSDT,2025-08-18 13:44:59.999000+00:00,836.32
BNBUSDT,2025-08-18 13:45:59.999000+00:00,836.63
BNBUSDT,2025-08-18 13:46:59.999000+00:00,836.59
BNBUSDT,2025-08-18 13:47:59.999000+00:00,837.29
BNBUSDT,2025-08-18 13:48:59.999000+00:00,837.21
BNBUSDT,2025-08-18 13:49:59.999000+00:00,836.61
BNBUSDT,2025-08-18 13:50:59.999000+00:00,835.45
BNBUSDT,2025-08-18 13:51:59.999000+00:00,835.27
